location,reviewer_name,is_local_guide,contributor_info,rating,time,text,likes,has_photo,owner_response,semi_clean_text,final_text,wordcloud_text,sentiment,aspects
Batam Centre Ferry Terminal,Darwis Muin,True,Local Guide · 187 ulasan · 208 foto,5 bintang,7 tahun lalu,Salah satu pelabuhan penyeberangan di wilayah batam menuju malaysia dan singapura,0,False,,salah satu pelabuhan penyeberangan di wilayah batam menuju malaysia dan singapura,wilayah tuju,wilayah menuju,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,JULI NOOR SYAHRANI,True,Local Guide · 136 ulasan · 402 foto,3 bintang,7 tahun lalu,"susah sekali untuk parkir, area parkir cukup luas tapi kebanyakan taxi jadi selalu penuh dan harus muter2 berulang kali untuk dapat parkiran, untuk infrastruktur sudah cukup bagus dan tertata, ada akses jembatan ke megamall.",4,False,,susah sekali untuk parkir area parkir cukup luas tapi kebanyakan taxi jadi selalu penuh dan harus muter berulang kali untuk dapat parkiran untuk infrastruktur sudah cukup bagus dan tertata ada akses jembatan ke megamall,susah parkir parkir luas banyak penuh muter ulang parkir infrastruktur bagus tata akses jembatan megamall,susah parkir parkir luas kebanyakan penuh muter berulang parkiran infrastruktur bagus tertata akses jembatan megamall,NETRAL,['Parkir']
Batam Centre Ferry Terminal,M Arifudin Johan,True,Local Guide · 15 ulasan · 1 foto,1 bintang,10 bulan lalu,"Sempit, Kuno, berantakan, penuh dengan Percaloan, pintu masuk Indonesia yang sangat memalukan, membuat Citra Indonesia semakin buruk di mata Warga Negara Singapura, dan Malaysia",0,False,,sempit kuno berantakan penuh dengan percaloan pintu masuk indonesia yang sangat memalukan membuat citra indonesia semakin buruk di mata warga negara singapura dan malaysia,sempit kuno beranta penuh calo pintu malu buat citra makin buruk mata warga negara,sempit kuno berantakan penuh percaloan pintu memalukan membuat citra semakin buruk mata warga negara,NEGATIF,"['Parkir', 'Keamanan']"
Batam Centre Ferry Terminal,Khalfian Rhapsody,True,Local Guide · 1.493 ulasan · 4.470 foto,4 bintang,3 tahun lalu,Pelabuhan yang rapi dan nyaman.,0,True,,pelabuhan yang rapi dan nyaman,rapi nyaman,rapi nyaman,POSITIF,"['Kebersihan', 'Kenyamanan', 'Keamanan']"
Batam Centre Ferry Terminal,Selvi Diana Meilinda,True,Local Guide · 124 ulasan · 355 foto,5 bintang,setahun lalu,"Pagi-Pagi ke sini untuk menyebrang ke spore. Pelabuhan Batam Center merupakan salah satu gerbang utama bagi wisatawan dan pebisnis yang ingin menyeberang ke Singapura dan Malaysia. Sebagai pelabuhan internasional yang sibuk, tempat ini dikenal dengan suasana yang tertib dan kondusif, memberikan kenyamanan bagi para penumpang yang akan berangkat maupun yang baru tiba. Salah satu hal yang paling mencolok di Pelabuhan Batam Center adalah sistem antrian dan pengelolaan penumpangnya yang teratur. Papan petunjuk arah tersedia dengan jelas, sehingga memudahkan pengunjung dalam mencari loket tiket, area imigrasi, dan ruang tunggu. Petugas di pelabuhan juga cukup sigap dalam membantu para penumpang, baik yang baru pertama kali datang maupun yang sudah sering bepergian.

Kebersihan di area pelabuhan juga terjaga dengan baik. Fasilitas umum seperti toilet, ruang tunggu, dan area makan cukup bersih dan nyaman. Selain itu, suasana di dalam pelabuhan cenderung tertib, dengan kontrol keamanan yang ketat tetapi tetap efisien. Proses imigrasi berjalan cukup cepat, terutama jika penumpang sudah menyiapkan dokumen yang dibutuhkan.

Dari segi aksesibilitas, Pelabuhan Batam Center terhubung langsung dengan pusat perbelanjaan, sehingga penumpang yang datang atau menunggu keberangkatan bisa berbelanja atau bersantap dengan nyaman. Tersedia pula berbagai moda transportasi, seperti taksi dan layanan transportasi online, yang memudahkan perjalanan ke berbagai wilayah di Batam. Secara keseluruhan, Pelabuhan Batam Center merupakan pelabuhan yang tertib, kondusif, dan memiliki fasilitas yang cukup baik. Bagi wisatawan maupun pelaku bisnis yang sering bepergian ke Singapura atau Malaysia, pelabuhan ini menjadi pilihan utama karena kepraktisan dan kenyamanan yang ditawarkannya.",1,True,,pagi pagi ke sini untuk menyebrang ke spore pelabuhan batam center merupakan salah satu gerbang utama bagi wisatawan dan pebisnis yang ingin menyeberang ke singapura dan malaysia sebagai pelabuhan internasional yang sibuk tempat ini dikenal dengan suasana yang tertib dan kondusif memberikan kenyamanan bagi para penumpang yang akan berangkat maupun yang baru tiba salah satu hal yang paling mencolok di pelabuhan batam center adalah sistem antrian dan pengelolaan penumpangnya yang teratur papan petunjuk arah tersedia dengan jelas sehingga memudahkan pengunjung dalam mencari loket tiket area imigrasi dan ruang tunggu petugas di pelabuhan juga cukup sigap dalam membantu para penumpang baik yang baru pertama kali datang maupun yang sudah sering bepergian kebersihan di area pelabuhan juga terjaga dengan baik fasilitas umum seperti toilet ruang tunggu dan area makan cukup bersih dan nyaman selain itu suasana di dalam pelabuhan cenderung tertib dengan kontrol keamanan yang ketat tetapi tetap efisien proses imigrasi berjalan cukup cepat terutama jika penumpang sudah menyiapkan dokumen yang dibutuhkan dari segi aksesibilitas pelabuhan batam center terhubung langsung dengan pusat perbelanjaan sehingga penumpang yang datang atau menunggu keberangkatan bisa berbelanja atau bersantap dengan nyaman tersedia pula berbagai moda transportasi seperti taksi dan layanan transportasi online yang memudahkan perjalanan ke berbagai wilayah di batam secara keseluruhan pelabuhan batam center merupakan pelabuhan yang tertib kondusif dan memiliki fasilitas yang cukup baik bagi wisatawan maupun pelaku bisnis yang sering bepergian ke singapura atau malaysia pelabuhan ini menjadi pilihan utama karena kepraktisan dan kenyamanan yang ditawarkannya,pagi pagi menyebrang spore rupa utama wisatawan bisnis seberang sibuk kenal suasana tertib kondusif beri nyaman berangkat maupun baru tiba colok sistem antri kelola tumpang atur papan tunjuk arah sedia jelas mudah unjung cari imigrasi tugas sigap bantu baik baru pertama maupun pergi bersih jaga baik fasilitas umum toilet makan bersih nyaman suasana cenderung tertib kontrol aman ketat tetap efisien proses imigrasi jalan cepat utama siap dokumen butuh segi aksesibilitas hubung langsung pusat belanja tunggu berangkat belanja santap nyaman sedia bagai moda transportasi layan transportasi online mudah jalan bagai wilayah seluruh rupa tertib kondusif milik fasilitas baik wisatawan maupun laku bisnis pergi jadi pilih utama praktis nyaman tawar,pagi pagi menyebrang spore merupakan utama wisatawan pebisnis menyeberang sibuk dikenal suasana tertib kondusif memberikan kenyamanan berangkat maupun baru tiba mencolok sistem antrian pengelolaan penumpangnya teratur papan petunjuk arah tersedia jelas memudahkan pengunjung mencari imigrasi petugas sigap membantu baik baru pertama maupun bepergian kebersihan terjaga baik fasilitas umum toilet makan bersih nyaman suasana cenderung tertib kontrol keamanan ketat tetap efisien proses imigrasi berjalan cepat terutama menyiapkan dokumen dibutuhkan segi aksesibilitas terhubung langsung pusat perbelanjaan menunggu keberangkatan berbelanja bersantap nyaman tersedia berbagai moda transportasi layanan transportasi online memudahkan perjalanan berbagai wilayah keseluruhan merupakan tertib kondusif memiliki fasilitas baik wisatawan maupun pelaku bisnis bepergian menjadi pilihan utama kepraktisan kenyamanan ditawarkannya,POSITIF,"['Fasilitas', 'Kebersihan', 'Pelayanan', 'Imigrasi', 'Akses', 'Kenyamanan', 'Keamanan']"
Batam Centre Ferry Terminal,Handoko Bachdims,True,Local Guide · 18 ulasan · 10 foto,2 bintang,3 tahun lalu,"The places is good, but the taxis driver are bad. impolited and rude.",6,False,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,Suhe Aja,True,Local Guide · 211 ulasan · 127 foto,5 bintang,7 tahun lalu,"Pelabuhan internasional di Pulau Batam, menghubungkan Batam-Singapura, Batam-Malaysia, dan beberapa pulau di lingkup Kepulauan Riau. Fasilitas lengkap:restaurant, Mushola yg besar, toilet disetiap lantai, dan terkoneksi dengan MegaMall..",0,False,,pelabuhan internasional di pulau batam menghubungkan batam singapura batam malaysia dan beberapa pulau di lingkup kepulauan riau fasilitas lengkap restaurant mushola yg besar toilet disetiap lantai dan terkoneksi dengan megamall,hubung lingkup pulau riau fasilitas lengkap restaurant mushola besar toilet tiap koneksi megamall,menghubungkan lingkup kepulauan riau fasilitas lengkap restaurant mushola besar toilet disetiap terkoneksi megamall,POSITIF,"['Fasilitas', 'Kebersihan']"
Batam Centre Ferry Terminal,Tubagus Muhamad Iqbal,True,Local Guide · 495 ulasan · 1.442 foto,5 bintang,7 tahun lalu,Dengan konsep transit oriented development (TOD) pelabuhan ferry ini lebih berdaya guna dan bisa menyamai level pelayanan seperti Singapura. Semoga kedepan pelayanan dan fasilitasnya semakin ditingkatkan,1,False,,dengan konsep transit oriented development tod pelabuhan ferry ini lebih berdaya guna dan bisa menyamai level pelayanan seperti singapura semoga kedepan pelayanan dan fasilitasnya semakin ditingkatkan,konsep transit oriented development tod daya sama level layan moga depan layan fasilitas makin tingkat,konsep transit oriented development tod berdaya menyamai level pelayanan semoga kedepan pelayanan fasilitasnya semakin ditingkatkan,NETRAL,['Fasilitas']
Batam Centre Ferry Terminal,Isni,False,12 ulasan,5 bintang,9 bulan lalu,"Pelabuhan yang yang tidak terlalu ramai, dan nyambung ke mall",0,False,,pelabuhan yang yang tidak terlalu ramai dan nyambung ke mall,terlalu ramai nyambung,terlalu ramai nyambung,POSITIF,['Kenyamanan']
Batam Centre Ferry Terminal,Ali Afif,True,Local Guide · 137 ulasan · 648 foto,5 bintang,Diedit 2 tahun lalu,Pelabuhan yang selalu ramai di kunjungi sebagai akses penyeberangan dari batam ke Singapura atau Malaysia dan sebaliknya. Fasilitas bagus dan lengkap. Akses mudah dan aman.,0,True,,pelabuhan yang selalu ramai di kunjungi sebagai akses penyeberangan dari batam ke singapura atau malaysia dan sebaliknya fasilitas bagus dan lengkap akses mudah dan aman,ramai kunjung akses balik fasilitas bagus lengkap akses mudah aman,ramai kunjungi akses sebaliknya fasilitas bagus lengkap akses mudah aman,POSITIF,"['Fasilitas', 'Kenyamanan', 'Keamanan']"
Batam Centre Ferry Terminal,Samsung I9082,True,Local Guide · 846 ulasan · 5.335 foto,5 bintang,setahun lalu,👍 best …,0,True,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,Mulyadi Tanjung,True,Local Guide · 16 ulasan · 69 foto,5 bintang,3 tahun lalu,Bersih dan rapi… ada free wifi,0,True,,bersih dan rapi ada free wifi,bersih rapi free wifi,bersih rapi free wifi,POSITIF,"['Fasilitas', 'Kebersihan']"
Batam Centre Ferry Terminal,El Fazar,True,Local Guide · 27 ulasan · 11 foto,1 bintang,setahun lalu,Lewat pelabuhan harbour bay atau Sekupang saja,1,False,,lewat pelabuhan harbour bay atau sekupang saja,lewat,lewat,NEGATIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,Fixy Motovlog,False,5 ulasan · 1 foto,2 bintang,2 tahun lalu,"Saya dari Malaysia, di sini saya ingin berbagi pendapat saya tentang pelabuhan feri Batam. Jadi beberapa hari yang lalu saya ingin meninggalkan Batam ke Singapura menggunakan feri, ketika saya hendak memasuki bagian pemindaian tiket menuju lobi tunggu, ada seorang petugas imigrasi yang berjaga di bagian pemindaian tiket. Saya merasa kecewa dan tidak puas dengan petugas imigrasi wanita di bagian pemindaian tiket. Karena ketika ada orang kulit putih (Barat), pelayanannya sangat baik. Ketika ada orang Asia Tenggara, seperti orang Malaysia, Singapura, termasuk Indonesia, dll., sikap dan pelayanannya sangat kasar, bukan dari ekspresi wajah atau bahkan dalam ucapan. Pada saat itu, staf merasa bahwa mereka adalah yang terbaik dalam berurusan dengan penduduk setempat. Kita harus melayani semua orang secara setara dan baik, kita juga harus selalu rendah hati meskipun posisi kita tinggi. Saya sangat meminta pihak berwenang untuk melakukan sesuatu yang lebih tegas dalam hal etika bagi staf. Terima kasih. Secara keseluruhan, staf yang berjaga di feri semuanya baik. Terima kasih Batam.",4,False,,saya dari malaysia di sini saya ingin berbagi pendapat saya tentang pelabuhan feri batam jadi beberapa hari yang lalu saya ingin meninggalkan batam ke singapura menggunakan feri ketika saya hendak memasuki bagian pemindaian tiket menuju lobi tunggu ada seorang petugas imigrasi yang berjaga di bagian pemindaian tiket saya merasa kecewa dan tidak puas dengan petugas imigrasi wanita di bagian pemindaian tiket karena ketika ada orang kulit putih barat pelayanannya sangat baik ketika ada orang asia tenggara seperti orang malaysia singapura termasuk indonesia dll sikap dan pelayanannya sangat kasar bukan dari ekspresi wajah atau bahkan dalam ucapan pada saat itu staf merasa bahwa mereka adalah yang terbaik dalam berurusan dengan penduduk setempat kita harus melayani semua orang secara setara dan baik kita juga harus selalu rendah hati meskipun posisi kita tinggi saya sangat meminta pihak berwenang untuk melakukan sesuatu yang lebih tegas dalam hal etika bagi staf terima kasih secara keseluruhan staf yang berjaga di feri semuanya baik terima kasih batam,bagi dapat tinggal guna hendak pasuk bagi pindai tuju lobi orang tugas imigrasi jaga bagi pindai rasa kecewa puas tugas imigrasi wanita bagi pindai kulit putih barat layan baik asia tenggara masuk sikap layan kasar ekspresi wajah bahkan ucap staf rasa baik urus duduk tempat layan tara baik rendah hati posisi tinggi minta pihak wenang laku tegas etika staf terima seluruh staf jaga semua baik terima,berbagi pendapat meninggalkan menggunakan hendak memasuki bagian pemindaian menuju lobi seorang petugas imigrasi berjaga bagian pemindaian merasa kecewa puas petugas imigrasi wanita bagian pemindaian kulit putih barat pelayanannya baik asia tenggara termasuk sikap pelayanannya kasar ekspresi wajah bahkan ucapan staf merasa terbaik berurusan penduduk setempat melayani setara baik rendah hati posisi tinggi meminta pihak berwenang melakukan tegas etika staf terima keseluruhan staf berjaga semuanya baik terima,NEGATIF,"['Pelayanan', 'Imigrasi', 'Keamanan']"
Batam Centre Ferry Terminal,Mad Dito,True,Local Guide · 389 ulasan · 1.173 foto,5 bintang,4 tahun lalu,Mantab,0,True,,mantab,mantab,mantab,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,Goh CS,True,Local Guide · 459 ulasan · 1.574 foto,4 bintang,6 tahun lalu,Safety first. Well manage before ferry depart to the sea.,0,True,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,Ahmad Shairazi,True,Local Guide · 117 ulasan · 51 foto,5 bintang,2 bulan lalu,"Been here for the 1st time.. 1st and foremost, this terminal centre is much more organized than the stulang berjaya waterfront, johor bharu. This terminal much more like airport and i like the vibe. Well done batam.. keep it up the good work..

Because of bad experience been thru in stulang berjaya waterfront, i will never board a ferry again. Not from malaysia. But going back from batam thru this terminal, that could be 1 of the good option..

Overall, could come here again...",0,False,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,SONDA NETT,True,Local Guide · 198 ulasan · 259 foto,5 bintang,4 tahun lalu,Musholla yg nyaman,0,False,,musholla yg nyaman,musholla nyaman,musholla nyaman,POSITIF,"['Kenyamanan', 'Keamanan']"
Batam Centre Ferry Terminal,Hamia Niank (Madam Mia),True,Local Guide · 188 ulasan · 2.418 foto,5 bintang,4 tahun lalu,Salah satu pelabuhan ferry di kota Batam dengan tujuan Singapore dan Johor Bahru (Malaysia).,2,True,,salah satu pelabuhan ferry di kota batam dengan tujuan singapore dan johor bahru malaysia,johor bahru,johor bahru,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,Setiawan Mukti,True,Local Guide · 53 ulasan · 170 foto,5 bintang,3 tahun lalu,Kenangan terindah,0,False,,kenangan terindah,kenang indah,kenangan terindah,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,hariyanto sanura,False,2 ulasan · 2 foto,5 bintang,2 tahun lalu,Kedua kalinya ke Singapore,0,False,,kedua kalinya ke singapore,dua kali,kedua kalinya,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,hartono theng,True,Local Guide · 1.003 ulasan · 6.952 foto,5 bintang,4 tahun lalu,Pelabuhan Ferry Batam..,1,True,,pelabuhan ferry batam,,,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,Sqibby,False,16 ulasan · 1 foto,1 bintang,3 bulan lalu,Slow,0,False,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,coffee king,False,2 ulasan · 1 foto,1 bintang,setahun lalu,"Satpamnya ga ramah ditanya pura pura ga denger khususnya satpam disini, useless",0,True,,satpamnya tidak ramah ditanya pura pura tidak denger khususnya satpam disini useless,satpam ramah tanya pura pura denger khusus satpam sini useless,satpamnya ramah ditanya pura pura denger khususnya satpam disini useless,NEGATIF,"['Pelayanan', 'Keamanan']"
Batam Centre Ferry Terminal,Royhul Akbar,True,Local Guide · 422 ulasan · 4.393 foto,5 bintang,2 tahun lalu,Pelabuhan laut dari batam ke singapura maupun ke malaysia,0,True,,pelabuhan laut dari batam ke singapura maupun ke malaysia,maupun,maupun,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,Rifal Harahap,False,1 ulasan · 1 foto,5 bintang,8 tahun lalu,Bekerja d coffe sumatra,0,False,,bekerja d coffe sumatra,kerja d coffe sumatra,bekerja d coffe sumatra,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,재환나,True,Local Guide · 49 ulasan · 181 foto,4 bintang,3 tahun lalu,"Eh eh ?
Mo kemane neng hahaha

Kaga bangggg ,cuma numpang lewatan aje mo mampir ke coffee shop di atas noh ㅋㅋㅋ

Yah ga terlalu banyak perubahan mungkin ditambah luas aja tuh area parkirnya dan Pak / Bu petugasnya boleh kasih senyum sikit jangan ditekuk terus mukanya ✌🏻

Thank you",6,True,,eh eh mo kemane neng hahaha kaga bangggg cuma numpang lewatan aje mo mampir ke coffee shop di atas noh yah tidak terlalu banyak perubahan mungkin ditambah luas aja tuh area parkirnya dan pak bu petugasnya boleh kasih senyum sikit jangan ditekuk terus mukanya thank you,eh eh mo kemane neng hahaha kaga bangggg numpang lewat aje mo mampir coffee shop noh yah terlalu ubah tambah luas tuh parkir pak bu tugas senyum sikit tekuk muka thank,eh eh mo kemane neng hahaha kaga bangggg numpang lewatan aje mo mampir coffee shop noh yah terlalu perubahan ditambah luas tuh parkirnya pak bu petugasnya senyum sikit ditekuk mukanya thank,POSITIF,"['Pelayanan', 'Parkir']"
Batam Centre Ferry Terminal,Imam Ali,True,Local Guide · 230 ulasan · 7 foto,5 bintang,6 tahun lalu,Bisa langsung ke singapore dengan jangka waktu 1 jam,1,False,,bisa langsung ke singapore dengan jangka waktu jam,langsung jangka,langsung jangka,POSITIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,John Titor,False,13 ulasan · 2 foto,1 bintang,2 tahun lalu,"Taksi Online gak dibolehkan masuk padahal kota pariwisata, jadi harus jalan keluar sendiri",8,False,,taksi online tidak dibolehkan masuk padahal kota pariwisata jadi harus jalan keluar sendiri,online boleh pariwisata sendiri,online dibolehkan pariwisata sendiri,NEGATIF,['Umum/Lainnya']
Batam Centre Ferry Terminal,Yudith Cai,True,Local Guide · 101 ulasan · 590 foto,5 bintang,7 tahun lalu,"Pelabuhan Ferry ini terletak di kawasan Batam Centre. Pelabuhan ini juga terintegrasi dengan Mega Mall Batam.

Setiap hari banyak turis domestik ataupun turis mancanegara yang lalu lalang di pelabuhan ini.

Di pelabuhan ini juga terdapat cafe , ATM centre, serta mini market. Ada juga money changer. Jadi buat kalian yang ingin menukar mata uang asing bisa tukar disini.

Overall sudah bagus. Hanya saja disini tidak boleh order taxi online. Banyak terjadi kasus pemukulan terhadap sopir taxi online yang ketahuan pick up penumpang di area pelabuhan.

Saran saya apabila ingin memesan taxi online, penumpang bisa bertemu di satu titik penjemputan yang agak jauh dari pelabuhan.",4,True,,pelabuhan ferry ini terletak di kawasan batam centre pelabuhan ini juga terintegrasi dengan mega mall batam setiap hari banyak turis domestik ataupun turis mancanegara yang lalu lalang di pelabuhan ini di pelabuhan ini juga terdapat cafe atm centre serta mini market ada juga money changer jadi buat kalian yang ingin menukar mata uang asing bisa tukar disini overall sudah bagus hanya saja disini tidak boleh order taxi online banyak terjadi kasus pemukulan terhadap sopir taxi online yang ketahuan pick up penumpang di area pelabuhan saran saya apabila ingin memesan taxi online penumpang bisa bertemu di satu titik penjemputan yang agak jauh dari pelabuhan,letak kawasan integrasi mega turis atau turis mancanegara lalang dapat cafe atm mini market money changer tukar mata asing tukar sini overall bagus sini order online jadi kasus pukul sopir online tahu pick saran apabila mes online temu titik jemput jauh,terletak kawasan terintegrasi mega turis ataupun turis mancanegara lalang terdapat cafe atm mini market money changer menukar mata asing tukar disini overall bagus disini order online terjadi kasus pemukulan sopir online ketahuan pick saran apabila memesan online bertemu titik penjemputan jauh,NEGATIF,['Fasilitas']
Batam Centre Ferry Terminal,Will,True,Local Guide · 258 ulasan · 301 foto,2 bintang,2 tahun lalu,Toilet jorok,1,False,,toilet jorok,toilet jorok,toilet jorok,NEGATIF,['Kebersihan']
Batam Centre Ferry Terminal,Nina Tazqiah,True,Local Guide · 24 ulasan · 31 foto,1 bintang,6 bulan lalu,"Absolutely horrible and corrupt experience at immigration arriving from HarbourFront Terminal to Batam Centre. Happened on 14 February 2026, around 1pm - 330pm.

I was detained over a so-called “spoiled” passport even though I had just travelled internationally with zero issues. When I tried to explain, the officer was rude and dismissive, saying “This is Indonesia, not Thailand” instead of giving any proper reason or solution.

Then the most shocking part happened. I was told the immigration officer “couldn’t help” and was pushed to speak to an “agent” who offered me three choices:
• Go back to Singapore
• Wait for hours until they felt satisfied (possibly until night shift)
• Pay a “fee” to settle it

It was VERY clear they were pressuring me to pay money. This felt like bribery and abuse of power, not a legitimate immigration process. I WAS ROBBED IDR500,000.

I came to Batam for charity work to help orphanages and people in need, and instead was treated like a target to squeeze money from. Completely unethical, stressful, and humiliating.

This experience alone makes me never want to step foot in Batam again.
Tourists should be extremely careful. This is not how immigration should ever operate. Also, pls hide your cash. They’re gg to look inside your bag to see how much you have.",0,False,,pengalaman yang benar-benar mengerikan dan korup di imigrasi tiba dari terminal harbourfront ke pusat kota batam terjadi pada bulan februari sekitar pukul wib saya ditahan karena paspor rusak meskipun saya baru saja bepergian ke luar negeri tanpa masalah ketika saya mencoba menjelaskan petugas itu kasar dan meremehkan mengatakan ini indonesia bukan thailand alih-alih memberikan alasan atau solusi yang tepat kemudian bagian yang paling mengejutkan terjadi saya diberitahu bahwa petugas imigrasi tidak dapat membantu dan didorong untuk berbicara dengan agen yang menawari saya tiga pilihan kembali ke singapura tunggu berjam-jam sampai mereka merasa puas mungkin sampai shift malam membayar biaya untuk menyelesaikannya sangat jelas mereka menekan saya untuk membayar uang ini terasa seperti suap dan penyalahgunaan kekuasaan bukan proses imigrasi yang sah saya dirampok idr saya datang ke batam untuk kegiatan amal untuk membantu panti asuhan dan orang-orang yang membutuhkan dan malah diperlakukan seperti target untuk memeras uang dari stres yang benar-benar tidak etis dan memalukan pengalaman ini saja membuat saya tidak ingin menginjakkan kaki di batam lagi turis harus sangat berhati-hati ini bukan bagaimana imigrasi seharusnya beroperasi juga tolong sembunyikan uang tunai anda mereka akan melihat ke dalam anda tas untuk melihat berapa banyak yang anda miliki,alam benar keri korup imigrasi tiba harbourfront pusat jadi februari pukul wib tahan rusak baru pergi negeri masalah coba jelas tugas kasar remeh kata thailand alih beri alas solusi tepat kemudian bagi kejut jadi diberitahu tugas imigrasi bantu dorong bicara agen tawar pilih jam rasa puas shift malam bayar biaya selesai jelas tekan bayar asa suap penyalahgunaan kuasa proses imigrasi sah rampok idr giat amal bantu panti asuh orang butuh malah laku target peras stres benar etis malu alam buat injak kaki turis hati bagaimana imigrasi operasi sembunyi tunai lihat tas lihat berapa milik,pengalaman benar-benar mengerikan korup imigrasi tiba harbourfront pusat terjadi februari pukul wib ditahan rusak baru bepergian negeri masalah mencoba menjelaskan petugas kasar meremehkan mengatakan thailand alih-alih memberikan alasan solusi tepat kemudian bagian mengejutkan terjadi diberitahu petugas imigrasi membantu didorong berbicara agen menawari pilihan berjam-jam merasa puas shift malam membayar biaya menyelesaikannya jelas menekan membayar terasa suap penyalahgunaan kekuasaan proses imigrasi sah dirampok idr kegiatan amal membantu panti asuhan orang-orang membutuhkan malah diperlakukan target memeras stres benar-benar etis memalukan pengalaman membuat menginjakkan kaki turis berhati-hati bagaimana imigrasi beroperasi sembunyikan tunai melihat tas melihat berapa miliki,NEGATIF,"['Pelayanan', 'Imigrasi', 'Harga', 'Tiket']"
Batam Centre Ferry Terminal,Orang Baik,True,Local Guide · 187 ulasan · 1.569 foto,5 bintang,Diedit 5 bulan lalu,"Batam Centre Fast Ferry Terminal cukup ramai karena menjadi salah satu pintu utama keluar masuk Batam, terutama untuk rute internasional seperti ke Singapura dan Johor. Lokasinya strategis, dekat dengan pusat kota dan beberapa pusat perbelanjaan. Area terminal cukup luas dan fasilitas dasar seperti tempat duduk, loket tiket, serta pemeriksaan imigrasi tersedia dengan baik. Namun saat jam sibuk antrean bisa cukup panjang dan suasana terasa padat. Secara keseluruhan terminal ini cukup memadai untuk perjalanan laut, meskipun kenyamanan bisa lebih ditingkatkan saat ramai.",1,True,,batam centre fast ferry terminal cukup ramai karena menjadi salah satu pintu utama keluar masuk batam terutama untuk rute internasional seperti ke singapura dan johor lokasinya strategis dekat dengan pusat kota dan beberapa pusat perbelanjaan area terminal cukup luas dan fasilitas dasar seperti tempat duduk loket tiket serta pemeriksaan imigrasi tersedia dengan baik namun saat jam sibuk antrean bisa cukup panjang dan suasana terasa padat secara keseluruhan terminal ini cukup memadai untuk perjalanan laut meskipun kenyamanan bisa lebih ditingkatkan saat ramai,fast ramai jadi pintu utama utama rute johor lokasi strategis dekat pusat pusat belanja luas fasilitas dasar duduk periksa imigrasi sedia baik sibuk antre panjang suasana asa padat seluruh pada jalan nyaman tingkat ramai,fast ramai menjadi pintu utama terutama rute johor lokasinya strategis dekat pusat pusat perbelanjaan luas fasilitas dasar duduk pemeriksaan imigrasi tersedia baik sibuk antrean panjang suasana terasa padat keseluruhan memadai perjalanan kenyamanan ditingkatkan ramai,POSITIF,"['Fasilitas', 'Imigrasi', 'Akses', 'Parkir', 'Kenyamanan', 'Keamanan']"
Batam Centre Ferry Terminal,Batam Transport 82 Batam Transport 82,True,Local Guide · 147 ulasan · 84 foto,5 bintang,3 minggu lalu,The largest ferry terminal in Batam,0,False,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
